ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
603986.SH,20260430,20260430,20260331,1,1461248353.08
603986.SH,20260430,20260430,20260331,1,1461248353.08
603986.SH,20260331,20260331,20251231,1,1648022651.7
603986.SH,20251029,20251029,20250930,1,1083227880.04
603986.SH,20250823,20250823,20250630,1,575475605.82
603986.SH,20250426,20250426,20250331,1,234630087.42
603986.SH,20250426,20250426,20250331,1,234630087.42
603986.SH,20250426,20250426,20241231,1,1102542801.68
603986.SH,20250426,20250426,20241231,1,1102542801.68
603986.SH,20241026,20241026,20240930,1,832112528.83
603986.SH,20240821,20240821,20240630,1,517000013.68
603986.SH,20240420,20240420,20240331,1,204785920.62
603986.SH,20240420,20240420,20231231,1,161141224.88
