ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
603993.SH,20260820,20260820,20260630,1,16152187485.37
603993.SH,20260425,20260425,20260331,1,7760054120.3
603993.SH,20260425,20260425,20260331,1,7760054120.3
603993.SH,20260328,20260328,20251231,1,20338750797.53
603993.SH,20260328,20260328,20251231,1,20338750797.53
603993.SH,20251025,20251025,20250930,1,14279657200.87
603993.SH,20250823,20250823,20250630,1,8671260077.51
603993.SH,20250426,20250426,20250331,1,3946025081.1
603993.SH,20250426,20250426,20250331,1,3946025081.1
603993.SH,20250322,20250322,20241231,1,13532035002.94
603993.SH,20241029,20241029,20240930,1,8272917557.72
603993.SH,20240824,20240824,20240630,1,5417259340.41
603993.SH,20240430,20240430,20240331,1,2071690611.96
603993.SH,20240323,20240323,20231231,1,8249711872.51
