ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
688808.SH,20260827,20260827,20260630,1,567133423.76
688808.SH,20260827,20260827,20260630,1,567133423.76
688808.SH,20260429,20260429,20260331,1,118903186.14
688808.SH,20260429,20260429,20260331,1,118903186.14
688808.SH,20260403,20260403,20251231,1,173651557.89
688808.SH,20260403,20260403,20251231,1,173651557.89
688808.SH,20251231,20260403,20250930,1,96643013.92
688808.SH,20260827,20260827,20250630,1,56543828.6
688808.SH,20260827,20260827,20250630,1,56543828.6
688808.SH,20251231,20260403,20241231,1,140494841.3
688808.SH,20251231,20260403,20231231,1,-55393803.28
688808.SH,20251231,20260403,20221231,1,-38069968.3
