ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
002938.SZ,20260430,20260430,20260331,1,462739621.4
002938.SZ,20260430,20260430,20260331,1,462739621.4
002938.SZ,20260331,20260331,20251231,1,3737843458.4
002938.SZ,20251031,20251031,20250930,1,2407560770.48
002938.SZ,20251031,20251031,20250930,1,2407560770.48
002938.SZ,20250813,20250813,20250630,1,1233023885.96
002938.SZ,20250430,20250430,20250331,1,488156707.96
002938.SZ,20250409,20250409,20241231,1,3620351391.33
002938.SZ,20241031,20241031,20240930,1,1974256997.34
002938.SZ,20240814,20240814,20240630,1,784251417.46
002938.SZ,20240425,20240425,20240331,1,497266035.17
002938.SZ,20240425,20240425,20240331,1,497266035.17
002938.SZ,20240330,20240330,20231231,1,3286953204.23
