ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
601288.SH,20260829,20260829,20260630,1,146381000000.0
601288.SH,20260829,20260829,20260630,1,146381000000.0
601288.SH,20260430,20260430,20260331,1,75185000000.0
601288.SH,20260430,20260430,20260331,1,75185000000.0
601288.SH,20260331,20260331,20251231,1,291041000000.0
601288.SH,20251031,20251031,20250930,1,220859000000.0
601288.SH,20250830,20250830,20250630,1,139510000000.0
601288.SH,20250830,20250830,20250630,1,139510000000.0
601288.SH,20250430,20250430,20250331,1,71931000000.0
601288.SH,20250329,20250329,20241231,1,282083000000.0
601288.SH,20241031,20241031,20240930,1,214372000000.0
601288.SH,20240831,20240831,20240630,1,135892000000.0
601288.SH,20240430,20240430,20240331,1,70386000000.0
601288.SH,20240430,20240430,20240331,1,70386000000.0
601288.SH,20240329,20240329,20231231,1,269356000000.0
