ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
600584.SH,20260429,20260429,20260331,1,290272770.67
600584.SH,20260410,20260410,20251231,1,1565238036.45
600584.SH,20251024,20251024,20250930,1,953748492.9
600584.SH,20250821,20250821,20250630,1,470785267.86
600584.SH,20250429,20250429,20250331,1,203363562.72
600584.SH,20250429,20250429,20250331,1,203363562.72
600584.SH,20250421,20250421,20241231,1,1609575410.92
600584.SH,20241026,20241026,20240930,1,1076362902.49
600584.SH,20240824,20240824,20240630,1,619282750.24
600584.SH,20240425,20240425,20240331,1,135226452.63
600584.SH,20240419,20240419,20231231,1,1470705571.95
