ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
300418.SZ,20260429,20260429,20260331,1,-886987646.3
300418.SZ,20260424,20260424,20251231,1,-1592728558.53
300418.SZ,20251030,20251030,20250930,1,-665324279.55
300418.SZ,20250823,20250823,20250630,1,-855545912.56
300418.SZ,20250429,20250429,20250331,1,-768999941.39
300418.SZ,20250426,20250426,20241231,1,-1594796845.47
300418.SZ,20241030,20241030,20240930,1,-626532067.52
300418.SZ,20241030,20241030,20240930,1,-626532067.52
300418.SZ,20240824,20240824,20240630,1,-389136070.45
300418.SZ,20240427,20240427,20240331,1,-187413702.97
300418.SZ,20240424,20240424,20231231,1,1258361202.56
