ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
000333.SZ,20260829,20260829,20260630,1,26446037000.0
000333.SZ,20260829,20260829,20260630,1,26446037000.0
000333.SZ,20260430,20260430,20260331,1,12674556000.0
000333.SZ,20260331,20260331,20251231,1,43945411000.0
000333.SZ,20251030,20251030,20250930,1,37883383000.0
000333.SZ,20251030,20251030,20250930,1,37883383000.0
000333.SZ,20250830,20250830,20250630,1,26013690000.0
000333.SZ,20250430,20250430,20250331,1,12422233000.0
000333.SZ,20250430,20250430,20250331,1,12422233000.0
000333.SZ,20250329,20250329,20241231,1,38537237000.0
000333.SZ,20241031,20241031,20240930,1,31699114000.0
000333.SZ,20240820,20240820,20240630,1,20804176000.0
000333.SZ,20240430,20240430,20240331,1,9000007000.0
000333.SZ,20240328,20240328,20231231,1,33719935000.0
