ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
300499.SZ,20260424,20260424,20260331,1,15140762.55
300499.SZ,20260424,20260424,20251231,1,28383086.38
300499.SZ,20251025,20251025,20250930,1,34234960.04
300499.SZ,20250823,20250823,20250630,1,22931496.65
300499.SZ,20250425,20250425,20250331,1,12990872.11
300499.SZ,20250425,20250425,20241231,1,-50322088.12
300499.SZ,20241025,20241025,20240930,1,-17649122.73
300499.SZ,20240823,20240823,20240630,1,-1713139.72
300499.SZ,20240426,20240426,20240331,1,5623477.54
300499.SZ,20240426,20240426,20231231,1,-31825721.57
