ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
600795.SH,20260818,20260818,20260630,1,3013976240.14
600795.SH,20260818,20260818,20260630,1,3013976240.14
600795.SH,20260429,20260429,20260331,1,1397987087.69
600795.SH,20260429,20260429,20260331,1,1397987087.69
600795.SH,20260415,20260415,20251231,1,7161419062.53
600795.SH,20251028,20251028,20250930,1,6776779903.1
600795.SH,20251028,20251028,20250930,1,6776779903.1
600795.SH,20250819,20250819,20250630,1,3686597723.51
600795.SH,20250426,20250426,20250331,1,1810595874.4
600795.SH,20250426,20250426,20250331,1,1810595874.4
600795.SH,20250416,20250416,20241231,1,9831015730.47
600795.SH,20241025,20241025,20240930,1,9190803578.88
600795.SH,20241025,20241025,20240930,1,9190803578.88
600795.SH,20240820,20240820,20240630,1,6716157499.99
600795.SH,20240427,20240427,20240331,1,1784650485.67
600795.SH,20240416,20240416,20231231,1,5608589563.0
