ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
603288.SH,20260827,20260827,20260630,1,4190156263.0
603288.SH,20260827,20260827,20260630,1,4190156263.0
603288.SH,20260428,20260428,20260331,1,2443715832.21
603288.SH,20260327,20260327,20251231,1,7038465194.15
603288.SH,20260327,20260327,20251231,1,7038465194.15
603288.SH,20251029,20251029,20250930,1,5322208031.39
603288.SH,20250829,20250829,20250630,1,3914005023.88
603288.SH,20250429,20250429,20250331,1,2202351511.63
603288.SH,20250403,20250403,20241231,1,6344125969.0
603288.SH,20241029,20241029,20240930,1,4814904158.89
603288.SH,20240830,20240830,20240630,1,3453049852.16
603288.SH,20240427,20240427,20240331,1,1918879886.71
603288.SH,20240427,20240427,20231231,1,5626626091.97
603288.SH,20240427,20240427,20231231,1,5626626091.97
