ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
002463.SZ,20260423,20260423,20260331,1,1242081367.0
002463.SZ,20260325,20260325,20251231,1,3822306272.0
002463.SZ,20251029,20251029,20250930,1,2717617995.0
002463.SZ,20250822,20250822,20250630,1,1682780947.0
002463.SZ,20250425,20250425,20250331,1,762465400.0
002463.SZ,20250326,20250326,20241231,1,2587236693.0
002463.SZ,20250326,20250326,20241231,1,2587236693.0
002463.SZ,20241025,20241025,20240930,1,1848389385.0
002463.SZ,20240823,20240823,20240630,1,1140830259.0
002463.SZ,20240423,20240423,20240331,1,514812001.0
002463.SZ,20240326,20240326,20231231,1,1512538227.0
