ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
300364.SZ,20260423,20260423,20260331,1,-45828726.59
300364.SZ,20260423,20260423,20251231,1,-670952196.55
300364.SZ,20251024,20251024,20250930,1,-520405491.27
300364.SZ,20250823,20250823,20250630,1,-226387147.68
300364.SZ,20250429,20250429,20250331,1,-87936993.8
300364.SZ,20250429,20250429,20250331,1,-87936993.8
300364.SZ,20250429,20250429,20241231,1,-242889520.02
300364.SZ,20241025,20241025,20240930,1,-188116165.41
300364.SZ,20240828,20240828,20240630,1,-150087126.1
300364.SZ,20240425,20240425,20240331,1,-68461252.74
300364.SZ,20240425,20240425,20240331,1,-68461252.74
300364.SZ,20240422,20240422,20231231,1,89436870.73
