ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
300308.SZ,20260417,20260417,20260331,1,5734501526.83
300308.SZ,20260331,20260331,20251231,1,10797254300.45
300308.SZ,20251031,20251031,20250930,1,7131932436.7
300308.SZ,20251031,20251031,20250930,1,7131932436.7
300308.SZ,20250827,20250827,20250630,1,3995115384.7
300308.SZ,20250421,20250421,20250331,1,1582876128.67
300308.SZ,20250421,20250421,20241231,1,5171485967.85
300308.SZ,20241023,20241023,20240930,1,3752659170.15
300308.SZ,20240826,20240826,20240630,1,2358421051.42
300308.SZ,20240422,20240422,20240331,1,1009266297.74
300308.SZ,20240422,20240422,20231231,1,2173527747.77
