ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
300394.SZ,20260421,20260421,20260331,1,492218878.05
300394.SZ,20260408,20260408,20251231,1,2017266034.08
300394.SZ,20251030,20251030,20250930,1,1465355835.83
300394.SZ,20250826,20250826,20250630,1,899241294.92
300394.SZ,20250424,20250424,20250331,1,337626696.86
300394.SZ,20250424,20250424,20250331,1,337626696.86
300394.SZ,20250421,20250421,20241231,1,1343522232.87
300394.SZ,20241023,20241023,20240930,1,976446154.92
300394.SZ,20241023,20241023,20240930,1,976446154.92
300394.SZ,20240823,20240823,20240630,1,654195158.6
300394.SZ,20240424,20240424,20240331,1,278877189.59
300394.SZ,20240422,20240422,20231231,1,729879435.78
