ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
601919.SH,20260829,20260829,20260630,1,13418920777.4
601919.SH,20260829,20260829,20260630,1,13418920777.4
601919.SH,20260430,20260430,20260331,1,5876939302.39
601919.SH,20260430,20260430,20260331,1,5876939302.39
601919.SH,20260320,20260320,20251231,1,30868147821.38
601919.SH,20251031,20251031,20250930,1,27069589917.56
601919.SH,20250829,20250829,20250630,1,17536092241.0
601919.SH,20250829,20250829,20250630,1,17536092241.0
601919.SH,20250430,20250430,20250331,1,11694538845.82
601919.SH,20250430,20250430,20250331,1,11694538845.82
601919.SH,20250322,20250322,20241231,1,49100495233.55
601919.SH,20241031,20241031,20240930,1,38124060912.01
601919.SH,20240830,20240830,20240630,1,16870079708.94
601919.SH,20240430,20240430,20240331,1,6755000227.75
601919.SH,20240430,20240430,20240331,1,6755000227.75
601919.SH,20240329,20240329,20231231,1,23860257490.68
