ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
002916.SZ,20260424,20260424,20260331,1,850230796.58
002916.SZ,20260313,20260313,20251231,1,3275738151.27
002916.SZ,20251030,20251030,20250930,1,2325825551.62
002916.SZ,20250828,20250828,20250630,1,1360017775.49
002916.SZ,20250424,20250424,20250331,1,491448182.06
002916.SZ,20250424,20250424,20250331,1,491448182.06
002916.SZ,20250313,20250313,20241231,1,1877565481.01
002916.SZ,20241029,20241029,20240930,1,1488055070.66
002916.SZ,20240828,20240828,20240630,1,987300206.62
002916.SZ,20240416,20240416,20240331,1,379571805.82
002916.SZ,20240315,20240315,20231231,1,1398114737.36
