ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
600183.SH,20260429,20260429,20260331,1,1158139324.56
600183.SH,20260425,20260425,20251231,1,3333954377.92
600183.SH,20251029,20251029,20250930,1,2443164415.82
600183.SH,20250816,20250816,20250630,1,1426490859.25
600183.SH,20250429,20250429,20250331,1,563647263.06
600183.SH,20250329,20250329,20241231,1,1738669517.06
600183.SH,20241029,20241029,20240930,1,1372245845.97
600183.SH,20240828,20240828,20240630,1,932463566.83
600183.SH,20240427,20240427,20240331,1,392086387.33
600183.SH,20240329,20240329,20231231,1,1163995300.44
