ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
601398.SH,20260829,20260829,20260630,1,173682000000.0
601398.SH,20260829,20260829,20260630,1,173682000000.0
601398.SH,20260430,20260430,20260331,1,86941000000.0
601398.SH,20260328,20260328,20251231,1,368562000000.0
601398.SH,20251031,20251031,20250930,1,269908000000.0
601398.SH,20250830,20250830,20250630,1,168103000000.0
601398.SH,20250430,20250430,20250331,1,84156000000.0
601398.SH,20250329,20250329,20241231,1,365863000000.0
601398.SH,20241031,20241031,20240930,1,269025000000.0
601398.SH,20240831,20240831,20240630,1,170467000000.0
601398.SH,20240430,20240430,20240331,1,87653000000.0
601398.SH,20240328,20240328,20231231,1,363993000000.0
