ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
002475.SZ,20260429,20260429,20260331,1,3659643487.3
002475.SZ,20260415,20260415,20251231,1,16599769785.64
002475.SZ,20251031,20251031,20250930,1,11518291164.73
002475.SZ,20251031,20251031,20250930,1,11518291164.73
002475.SZ,20250826,20250826,20250630,1,6644272049.46
002475.SZ,20250426,20250426,20250331,1,3043574684.79
002475.SZ,20250426,20250426,20250331,1,3043574684.79
002475.SZ,20250426,20250426,20241231,1,13365651026.16
002475.SZ,20241026,20241026,20240930,1,9074954475.62
002475.SZ,20240824,20240824,20240630,1,5396162858.61
002475.SZ,20240425,20240425,20240331,1,2471024666.99
002475.SZ,20240425,20240425,20240331,1,2471024666.99
002475.SZ,20240425,20240425,20231231,1,10952656702.16
