ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
603019.SH,20260425,20260425,20260331,1,227843919.03
603019.SH,20260425,20260425,20260331,1,227843919.03
603019.SH,20260415,20260415,20251231,1,2176292865.25
603019.SH,20251031,20251031,20250930,1,966113568.64
603019.SH,20250829,20250829,20250630,1,728660816.53
603019.SH,20250829,20250829,20250630,1,728660816.53
603019.SH,20250430,20250430,20250331,1,186472838.24
603019.SH,20250430,20250430,20250331,1,186472838.24
603019.SH,20250305,20250305,20241231,1,1911152257.13
603019.SH,20241029,20241029,20240930,1,769521744.76
603019.SH,20240823,20240823,20240630,1,563158665.42
603019.SH,20240823,20240823,20240630,1,563158665.42
603019.SH,20240426,20240426,20240331,1,142577605.46
603019.SH,20240418,20240418,20231231,1,1835900702.06
603019.SH,20240418,20240418,20231231,1,1835900702.06
