ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
601628.SH,20260828,20260828,20260630,1,134489000000.0
601628.SH,20260828,20260828,20260630,1,134489000000.0
601628.SH,20260430,20260430,20260331,1,19505000000.0
601628.SH,20260326,20260326,20251231,1,154078000000.0
601628.SH,20251031,20251031,20250930,1,167804000000.0
601628.SH,20250828,20250828,20250630,1,40931000000.0
601628.SH,20250430,20250430,20250331,1,28802000000.0
601628.SH,20250327,20250327,20241231,1,106935000000.0
601628.SH,20241031,20241031,20240930,1,104523000000.0
601628.SH,20240830,20240830,20240630,1,38278000000.0
601628.SH,20240427,20240427,20240331,1,20644000000.0
601628.SH,20240328,20240328,20231231,1,21110000000.0
