ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
002236.SZ,20260418,20260418,20260331,1,697780082.97
002236.SZ,20260418,20260418,20251231,1,3857923611.86
002236.SZ,20251025,20251025,20250930,1,3535468570.41
002236.SZ,20250816,20250816,20250630,1,2475566750.61
002236.SZ,20250419,20250419,20250331,1,653304288.99
002236.SZ,20250329,20250329,20241231,1,2905728684.03
002236.SZ,20241026,20241026,20240930,1,2545010271.97
002236.SZ,20240824,20240824,20240630,1,1809589445.46
002236.SZ,20240416,20240416,20240331,1,561037985.01
002236.SZ,20240416,20240416,20231231,1,7361892404.52
