ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
600886.SH,20260828,20260828,20260630,1,3535371481.79
600886.SH,20260430,20260430,20260331,1,2117951994.59
600886.SH,20260430,20260430,20260331,1,2117951994.59
600886.SH,20260430,20260430,20251231,1,7393381322.0
600886.SH,20251031,20251031,20250930,1,6517030546.19
600886.SH,20251031,20251031,20250930,1,6517030546.19
600886.SH,20250830,20250830,20250630,1,3794528034.58
600886.SH,20250830,20250830,20250630,1,3794528034.58
600886.SH,20250430,20250430,20250331,1,2078173518.71
600886.SH,20250430,20250430,20241231,1,6643033266.19
600886.SH,20241031,20241031,20240930,1,6577795629.35
600886.SH,20240829,20240829,20240630,1,3743702443.1
600886.SH,20240430,20240430,20240331,1,2035488978.93
600886.SH,20240430,20240430,20231231,1,6704936953.85
