ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
688385.SH,20260430,20260430,20260331,1,148308606.45
688385.SH,20260430,20260430,20260331,1,148308606.45
688385.SH,20260328,20260328,20251231,1,232337565.04
688385.SH,20251029,20251029,20250930,1,330289822.41
688385.SH,20250828,20250828,20250630,1,193614092.2
688385.SH,20250429,20250429,20250331,1,136177463.96
688385.SH,20250326,20250326,20241231,1,572595101.31
688385.SH,20241031,20241031,20240930,1,427239183.99
688385.SH,20240829,20240829,20240630,1,348091959.43
688385.SH,20240430,20240430,20240331,1,161246753.47
688385.SH,20240323,20240323,20231231,1,719494375.58
