ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
600028.SH,20260824,20260824,20260630,1,25627000000.0
600028.SH,20260429,20260429,20260331,1,17006000000.0
600028.SH,20260323,20260323,20251231,1,31809000000.0
600028.SH,20251030,20251030,20250930,1,29984000000.0
600028.SH,20250822,20250822,20250630,1,21483000000.0
600028.SH,20250822,20250822,20250630,1,21483000000.0
600028.SH,20250429,20250429,20250331,1,13264000000.0
600028.SH,20250324,20250324,20241231,1,50313000000.0
600028.SH,20241029,20241029,20240930,1,44247000000.0
600028.SH,20240826,20240826,20240630,1,35703000000.0
600028.SH,20240429,20240429,20240331,1,18316000000.0
600028.SH,20240325,20240325,20231231,1,60463000000.0
