ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
002466.SZ,20260828,20260828,20260630,1,4242020000.77
002466.SZ,20260828,20260828,20260630,1,4242020000.77
002466.SZ,20260428,20260428,20260331,1,1876028010.28
002466.SZ,20260328,20260328,20251231,1,462625452.36
002466.SZ,20251030,20251030,20250930,1,179896142.6
002466.SZ,20250830,20250830,20250630,1,84410596.0
002466.SZ,20250430,20250430,20250331,1,104274617.91
002466.SZ,20250327,20250327,20241231,1,-7904580295.37
002466.SZ,20241031,20241031,20240930,1,-5701413364.59
002466.SZ,20240831,20240831,20240630,1,-5205769094.18
002466.SZ,20240430,20240430,20240331,1,-3896784834.74
002466.SZ,20240328,20240328,20231231,1,7297314973.99
