ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
600489.SH,20260828,20260828,20260630,1,4356771963.92
600489.SH,20260828,20260828,20260630,1,4356771963.92
600489.SH,20260429,20260429,20260331,1,2380516073.93
600489.SH,20260429,20260429,20251231,1,4933582739.46
600489.SH,20251030,20251030,20250930,1,3678821025.93
600489.SH,20250829,20250829,20250630,1,2694780823.33
600489.SH,20250430,20250430,20250331,1,1038462806.87
600489.SH,20250430,20250430,20250331,1,1038462806.87
600489.SH,20250430,20250430,20241231,1,3385988472.81
600489.SH,20250430,20250430,20241231,1,3385988472.81
600489.SH,20241030,20241030,20240930,1,2643137805.52
600489.SH,20240830,20240830,20240630,1,1742658755.52
600489.SH,20240427,20240427,20240331,1,782849375.09
600489.SH,20240427,20240427,20231231,1,2977855387.68
600489.SH,20240427,20240427,20231231,1,2977855387.68
