ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
688525.SH,20260416,20260416,20260331,1,2898974486.65
688525.SH,20260320,20260320,20251231,1,853035235.09
688525.SH,20251031,20251031,20250930,1,30413943.63
688525.SH,20251031,20251031,20250930,1,30413943.63
688525.SH,20250811,20250811,20250630,1,-225795502.52
688525.SH,20250430,20250430,20250331,1,-197497483.3
688525.SH,20250430,20250430,20241231,1,161233370.29
688525.SH,20241031,20241031,20240930,1,228116450.89
688525.SH,20240823,20240823,20240630,1,283360906.69
688525.SH,20240430,20240430,20240331,1,167562304.96
688525.SH,20240430,20240430,20240331,1,167562304.96
688525.SH,20240430,20240430,20231231,1,-624358861.94
