ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
002600.SZ,20260430,20260430,20260331,1,391642372.21
002600.SZ,20260328,20260328,20251231,1,2287723584.28
002600.SZ,20251030,20251030,20250930,1,1941371834.93
002600.SZ,20250830,20250830,20250630,1,929860823.22
002600.SZ,20250429,20250429,20250331,1,565180793.18
002600.SZ,20250329,20250329,20241231,1,1753492060.19
002600.SZ,20241031,20241031,20240930,1,1405081556.35
002600.SZ,20240830,20240830,20240630,1,692314257.57
002600.SZ,20240430,20240430,20240331,1,460994657.66
002600.SZ,20240430,20240430,20240331,1,460994657.66
002600.SZ,20240430,20240430,20231231,1,2050908425.28
