ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
603799.SH,20260819,20260819,20260630,1,3507405417.91
603799.SH,20260819,20260819,20260630,1,3507405417.91
603799.SH,20260417,20260417,20260331,1,2497278226.82
603799.SH,20260408,20260408,20251231,1,6110378757.84
603799.SH,20260408,20260408,20251231,1,6110378757.84
603799.SH,20251018,20251018,20250930,1,4216211146.73
603799.SH,20250818,20250818,20250630,1,2710936108.53
603799.SH,20250419,20250419,20250331,1,1252109041.28
603799.SH,20250419,20250419,20241231,1,4154825193.75
603799.SH,20241019,20241019,20240930,1,3020370672.11
603799.SH,20240820,20240820,20240630,1,1670732131.17
603799.SH,20240420,20240420,20240331,1,522415394.16
603799.SH,20240420,20240420,20231231,1,3350891340.06
