ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
603386.SH,20260428,20260428,20260331,1,-20450504.63
603386.SH,20260428,20260428,20251231,1,-6881187.28
603386.SH,20251029,20251029,20250930,1,21715667.56
603386.SH,20250822,20250822,20250630,1,38130648.85
603386.SH,20250426,20250426,20250331,1,15098714.04
603386.SH,20250426,20250426,20250331,1,15098714.04
603386.SH,20250426,20250426,20241231,1,-154128131.08
603386.SH,20241028,20241028,20240930,1,-14860822.15
603386.SH,20240822,20240822,20240630,1,-16342729.77
603386.SH,20240426,20240426,20240331,1,-15968971.64
603386.SH,20240426,20240426,20231231,1,68554703.57
