ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
600027.SH,20260828,20260828,20260630,1,3104884000.0
600027.SH,20260828,20260828,20260630,1,3104884000.0
600027.SH,20260429,20260429,20260331,1,1788601000.0
600027.SH,20260429,20260429,20260331,1,1788601000.0
600027.SH,20260327,20260327,20251231,1,6070315000.0
600027.SH,20251029,20251029,20250930,1,6437191000.0
600027.SH,20251029,20251029,20250930,1,6437191000.0
600027.SH,20250829,20250829,20250630,1,3903877000.0
600027.SH,20250430,20250430,20250331,1,1930451000.0
600027.SH,20250328,20250328,20241231,1,5702671000.0
600027.SH,20241031,20241031,20240930,1,5156477000.0
600027.SH,20240823,20240823,20240630,1,3223201000.0
600027.SH,20240427,20240427,20240331,1,1862213000.0
600027.SH,20240328,20240328,20231231,1,4522125000.0
