ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
300383.SZ,20260429,20260429,20260331,1,22465210.56
300383.SZ,20260429,20260429,20251231,1,-759207720.63
300383.SZ,20251023,20251023,20250930,1,143611579.33
300383.SZ,20250827,20250827,20250630,1,115030256.9
300383.SZ,20250419,20250419,20250331,1,69174516.68
300383.SZ,20250419,20250419,20250331,1,69174516.68
300383.SZ,20250419,20250419,20241231,1,381444821.85
300383.SZ,20241025,20241025,20240930,1,361099214.8
300383.SZ,20240829,20240829,20240630,1,267594623.81
300383.SZ,20240425,20240425,20240331,1,164001711.74
300383.SZ,20240330,20240330,20231231,1,387958854.7
