ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
002913.SZ,20260429,20260429,20260331,1,17450370.32
002913.SZ,20260429,20260429,20251231,1,307907364.95
002913.SZ,20251028,20251028,20250930,1,282451401.79
002913.SZ,20251028,20251028,20250930,1,282451401.79
002913.SZ,20250813,20250813,20250630,1,195849763.7
002913.SZ,20250813,20250813,20250630,1,195849763.7
002913.SZ,20250425,20250425,20250331,1,112276073.26
002913.SZ,20250425,20250425,20250331,1,112276073.26
002913.SZ,20250425,20250425,20241231,1,353281764.91
002913.SZ,20241031,20241031,20240930,1,278808252.52
002913.SZ,20240830,20240830,20240630,1,222453160.53
002913.SZ,20240425,20240425,20240331,1,111592429.0
002913.SZ,20240425,20240425,20240331,1,111592429.0
002913.SZ,20240425,20240425,20231231,1,518626014.39
