ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
000651.SZ,20260827,20260827,20260630,1,13277590882.57
000651.SZ,20260429,20260429,20260331,1,6082159344.39
000651.SZ,20260429,20260429,20251231,1,29003103411.66
000651.SZ,20251031,20251031,20250930,1,21461336806.54
000651.SZ,20250829,20250829,20250630,1,14412407113.84
000651.SZ,20250428,20250428,20250331,1,5904459443.46
000651.SZ,20250428,20250428,20241231,1,32184570372.28
000651.SZ,20241031,20241031,20240930,1,21960897001.18
000651.SZ,20240831,20240831,20240630,1,14136119367.6
000651.SZ,20240430,20240430,20240331,1,4675160247.24
000651.SZ,20240430,20240430,20231231,1,29017387604.18
