ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
300475.SZ,20260424,20260424,20260331,1,1327415593.91
300475.SZ,20260424,20260424,20251231,1,544594132.23
300475.SZ,20251023,20251023,20250930,1,359337839.77
300475.SZ,20250827,20250827,20250630,1,157832328.06
300475.SZ,20250426,20250426,20250331,1,16728480.28
300475.SZ,20250426,20250426,20250331,1,16728480.28
300475.SZ,20250408,20250408,20241231,1,264071999.81
300475.SZ,20241026,20241026,20240930,1,364307726.97
300475.SZ,20240828,20240828,20240630,1,156340708.98
300475.SZ,20240425,20240425,20240331,1,14098215.08
300475.SZ,20240425,20240425,20240331,1,14098215.08
300475.SZ,20240425,20240425,20231231,1,377663889.55
