ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
300476.SZ,20260429,20260429,20260331,1,1288427592.46
300476.SZ,20260313,20260313,20251231,1,4311988274.4
300476.SZ,20251028,20251028,20250930,1,3244826449.42
300476.SZ,20250827,20250827,20250630,1,2143119809.25
300476.SZ,20250422,20250422,20250331,1,920647385.47
300476.SZ,20250329,20250329,20241231,1,1154431097.85
300476.SZ,20241029,20241029,20240930,1,764612164.03
300476.SZ,20240817,20240817,20240630,1,459021616.16
300476.SZ,20240419,20240419,20240331,1,209607792.1
300476.SZ,20240419,20240419,20231231,1,671346370.08
