ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
300624.SZ,20260428,20260428,20260331,1,-47983486.7
300624.SZ,20260428,20260428,20260331,1,-47983486.7
300624.SZ,20260428,20260428,20251231,1,-91232191.62
300624.SZ,20260428,20260428,20251231,1,-91232191.62
300624.SZ,20251029,20251029,20250930,1,-61592316.43
300624.SZ,20250829,20250829,20250630,1,-52809082.71
300624.SZ,20250428,20250428,20250331,1,-32814240.34
300624.SZ,20250428,20250428,20241231,1,-163455868.14
300624.SZ,20241025,20241025,20240930,1,-5497330.36
300624.SZ,20240816,20240816,20240630,1,24490776.88
300624.SZ,20240427,20240427,20240331,1,25649765.62
300624.SZ,20240427,20240427,20231231,1,86205745.95
