ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
002837.SZ,20260421,20260421,20260331,1,8657602.27
002837.SZ,20260421,20260421,20251231,1,521914773.0
002837.SZ,20251014,20251014,20250930,1,399069661.11
002837.SZ,20250819,20250819,20250630,1,215640426.56
002837.SZ,20250422,20250422,20250331,1,48010475.41
002837.SZ,20250422,20250422,20241231,1,452664369.42
002837.SZ,20241025,20241025,20240930,1,352755913.7
002837.SZ,20240813,20240813,20240630,1,183466097.22
002837.SZ,20240423,20240423,20240331,1,61975220.35
002837.SZ,20240416,20240416,20231231,1,344006335.07
