ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
600845.SH,20260422,20260422,20260331,1,381265909.26
600845.SH,20260331,20260331,20251231,1,1305010991.72
600845.SH,20251028,20251028,20250930,1,1097785019.3
600845.SH,20251028,20251028,20250930,1,1097785019.3
600845.SH,20250819,20250819,20250630,1,712525062.11
600845.SH,20250426,20250426,20250331,1,444637060.93
600845.SH,20250426,20250426,20250331,1,444637060.93
600845.SH,20250401,20250401,20241231,1,2265482898.16
600845.SH,20241030,20241030,20240930,1,1930289552.93
600845.SH,20241030,20241030,20240930,1,1930289552.93
600845.SH,20240828,20240828,20240630,1,1330841441.55
600845.SH,20240424,20240424,20240331,1,589681019.87
600845.SH,20240330,20240330,20231231,1,2553638969.59
