ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
600036.SH,20260829,20260829,20260630,1,76445000000.0
600036.SH,20260829,20260829,20260630,1,76445000000.0
600036.SH,20260429,20260429,20260331,1,37852000000.0
600036.SH,20260429,20260429,20260331,1,37852000000.0
600036.SH,20260328,20260328,20251231,1,150181000000.0
600036.SH,20251030,20251030,20250930,1,113772000000.0
600036.SH,20250830,20250830,20250630,1,74930000000.0
600036.SH,20250830,20250830,20250630,1,74930000000.0
600036.SH,20250430,20250430,20250331,1,37286000000.0
600036.SH,20250430,20250430,20250331,1,37286000000.0
600036.SH,20250326,20250326,20241231,1,148391000000.0
600036.SH,20241030,20241030,20240930,1,113184000000.0
600036.SH,20240830,20240830,20240630,1,74743000000.0
600036.SH,20240430,20240430,20240331,1,38077000000.0
600036.SH,20240430,20240430,20240331,1,38077000000.0
600036.SH,20240326,20240326,20231231,1,146602000000.0
