ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
300058.SZ,20260423,20260423,20260331,1,126106054.04
300058.SZ,20260423,20260423,20260331,1,126106054.04
300058.SZ,20260416,20260416,20251231,1,224665777.93
300058.SZ,20260416,20260416,20251231,1,224665777.93
300058.SZ,20251030,20251030,20250930,1,195681548.66
300058.SZ,20250827,20250827,20250630,1,96442685.39
300058.SZ,20250425,20250425,20250331,1,95504844.03
300058.SZ,20250425,20250425,20241231,1,-290675602.27
300058.SZ,20241030,20241030,20240930,1,123148500.82
300058.SZ,20241030,20241030,20240930,1,123148500.82
300058.SZ,20240830,20240830,20240630,1,183122769.16
300058.SZ,20240422,20240422,20240331,1,82324743.81
300058.SZ,20240422,20240422,20231231,1,116588008.53
