ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
603259.SH,20260804,20260804,20260630,1,11080173661.42
603259.SH,20260428,20260428,20260331,1,4651517987.76
603259.SH,20260428,20260428,20260331,1,4651517987.76
603259.SH,20260324,20260324,20251231,1,19150582400.69
603259.SH,20251027,20251027,20250930,1,12075512956.92
603259.SH,20250729,20250729,20250630,1,8560882627.56
603259.SH,20250729,20250729,20250630,1,8560882627.56
603259.SH,20250429,20250429,20250331,1,3671960950.47
603259.SH,20250429,20250429,20250331,1,3671960950.47
603259.SH,20250318,20250318,20241231,1,9450308427.78
603259.SH,20241029,20241029,20240930,1,6532934698.28
603259.SH,20240730,20240730,20240630,1,4239822013.11
603259.SH,20240730,20240730,20240630,1,4239822013.11
603259.SH,20240430,20240430,20240331,1,1942210693.65
603259.SH,20240319,20240319,20231231,1,9606749135.07
