ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
688207.SH,20260425,20260425,20260331,1,-40725602.07
688207.SH,20260425,20260425,20251231,1,-186367530.31
688207.SH,20251029,20251029,20250930,1,-127341644.19
688207.SH,20251029,20251029,20250930,1,-127341644.19
688207.SH,20250823,20250823,20250630,1,-79853725.67
688207.SH,20250426,20250426,20250331,1,-44503956.79
688207.SH,20250426,20250426,20241231,1,-211596823.4
688207.SH,20241026,20241026,20240930,1,-137622524.86
688207.SH,20240824,20240824,20240630,1,-77923906.15
688207.SH,20240427,20240427,20240331,1,-27099447.96
688207.SH,20240427,20240427,20231231,1,-90333238.74
