ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
600905.SH,20260828,20260828,20260630,1,1218778936.05
600905.SH,20260828,20260828,20260630,1,1218778936.05
600905.SH,20260430,20260430,20260331,1,1040089057.28
600905.SH,20260430,20260430,20251231,1,3714396619.2
600905.SH,20260430,20260430,20251231,1,3714396619.2
600905.SH,20251031,20251031,20250930,1,4312889063.25
600905.SH,20250830,20250830,20250630,1,3815195092.4
600905.SH,20250830,20250830,20250630,1,3815195092.4
600905.SH,20250430,20250430,20250331,1,2447138399.36
600905.SH,20250430,20250430,20241231,1,6111426749.8
600905.SH,20241031,20241031,20240930,1,5093242109.93
600905.SH,20240831,20240831,20240630,1,4038572329.36
600905.SH,20240430,20240430,20240331,1,2421823921.76
600905.SH,20240430,20240430,20240331,1,2421823921.76
600905.SH,20240430,20240430,20231231,1,7181086737.34
600905.SH,20240430,20240430,20231231,1,7181086737.34
