ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
688183.SH,20260429,20260429,20260331,1,444718185.46
688183.SH,20260429,20260429,20260331,1,444718185.46
688183.SH,20260424,20260424,20251231,1,1473148860.35
688183.SH,20251029,20251029,20250930,1,1114677828.12
688183.SH,20250816,20250816,20250630,1,530513904.87
688183.SH,20250429,20250429,20250331,1,200182838.04
688183.SH,20250328,20250328,20241231,1,331973153.83
688183.SH,20241029,20241029,20240930,1,186523599.99
688183.SH,20241029,20241029,20240930,1,186523599.99
688183.SH,20240828,20240828,20240630,1,96088732.52
688183.SH,20240427,20240427,20240331,1,26448680.58
688183.SH,20240328,20240328,20231231,1,-24993631.93
