ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
688008.SH,20260428,20260428,20260331,1,847375292.29
688008.SH,20260331,20260331,20251231,1,2235569970.18
688008.SH,20260331,20260331,20251231,1,2235569970.18
688008.SH,20251031,20251031,20250930,1,1632283985.93
688008.SH,20251031,20251031,20250930,1,1632283985.93
688008.SH,20250830,20250830,20250630,1,1159070379.72
688008.SH,20250424,20250424,20250331,1,525326047.97
688008.SH,20250411,20250411,20241231,1,1411778923.59
688008.SH,20241031,20241031,20240930,1,978077107.79
688008.SH,20240827,20240827,20240630,1,593154006.13
688008.SH,20240426,20240426,20240331,1,223408387.27
688008.SH,20240410,20240410,20231231,1,450909813.13
