ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
600011.SH,20260819,20260819,20260630,1,6585729326.0
600011.SH,20260819,20260819,20260630,1,6585729326.0
600011.SH,20260429,20260429,20260331,1,4483918670.0
600011.SH,20260429,20260429,20260331,1,4483918670.0
600011.SH,20260325,20260325,20251231,1,14409553809.0
600011.SH,20251029,20251029,20250930,1,14840905124.0
600011.SH,20250730,20250730,20250630,1,9261884951.0
600011.SH,20250429,20250429,20250331,1,4972738942.0
600011.SH,20250429,20250429,20250331,1,4972738942.0
600011.SH,20250326,20250326,20241231,1,10135493813.0
600011.SH,20250326,20250326,20241231,1,10135493813.0
600011.SH,20241030,20241030,20240930,1,10412915465.0
600011.SH,20240731,20240731,20240630,1,7453818372.0
600011.SH,20240424,20240424,20240331,1,4596138134.0
600011.SH,20240320,20240320,20231231,1,8445560446.0
