ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
300502.SZ,20260424,20260424,20260331,1,2780222960.23
300502.SZ,20260424,20260424,20251231,1,9531922730.17
300502.SZ,20251030,20251030,20250930,1,6327092507.84
300502.SZ,20250826,20250826,20250630,1,3942294268.37
300502.SZ,20250423,20250423,20250331,1,1572525789.22
300502.SZ,20250423,20250423,20241231,1,2837813624.37
300502.SZ,20241025,20241025,20240930,1,1646072871.21
300502.SZ,20240829,20240829,20240630,1,865142094.15
300502.SZ,20240423,20240423,20240331,1,324540534.21
300502.SZ,20240423,20240423,20231231,1,688361095.12
