ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
300548.SZ,20260429,20260429,20260331,1,130067296.15
300548.SZ,20260328,20260328,20251231,1,334851021.96
300548.SZ,20251030,20251030,20250930,1,249970421.92
300548.SZ,20250829,20250829,20250630,1,168221541.28
300548.SZ,20250429,20250429,20250331,1,89701970.05
300548.SZ,20250429,20250429,20250331,1,89701970.05
300548.SZ,20250328,20250328,20241231,1,72070022.2
300548.SZ,20241030,20241030,20240930,1,37499754.2
300548.SZ,20241030,20241030,20240930,1,37499754.2
300548.SZ,20240817,20240817,20240630,1,13775022.26
300548.SZ,20240427,20240427,20240331,1,27792.84
300548.SZ,20240323,20240323,20231231,1,81470203.78
