ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
300223.SZ,20260429,20260429,20260331,1,318979317.55
300223.SZ,20260328,20260328,20251231,1,376226023.06
300223.SZ,20251028,20251028,20250930,1,244305712.01
300223.SZ,20251028,20251124,20250930,1,255743525.91
300223.SZ,20250826,20250826,20250630,1,203116326.01
300223.SZ,20250425,20250425,20250331,1,73904992.3
300223.SZ,20250425,20250425,20250331,1,73904992.3
300223.SZ,20250419,20250419,20241231,1,366202096.74
300223.SZ,20241028,20241028,20240930,1,304420330.78
300223.SZ,20240829,20240829,20240630,1,197493411.63
300223.SZ,20240425,20240425,20240331,1,87259945.64
300223.SZ,20240413,20240413,20231231,1,537254388.07
