ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
300760.SZ,20260829,20260829,20260630,1,4796791800.0
300760.SZ,20260829,20260829,20260630,1,4796791800.0
300760.SZ,20260429,20260429,20260331,1,2329658005.0
300760.SZ,20260331,20260331,20251231,1,8135775409.0
300760.SZ,20251030,20251030,20250930,1,7570044518.0
300760.SZ,20251030,20251030,20250930,1,7570044518.0
300760.SZ,20250828,20250828,20250630,1,5068767098.0
300760.SZ,20250429,20250429,20250331,1,2628580553.0
300760.SZ,20250429,20250429,20241231,1,11668487164.0
300760.SZ,20241030,20241030,20240930,1,10637075305.0
300760.SZ,20241030,20241030,20240930,1,10637075305.0
300760.SZ,20240830,20240830,20240630,1,7560737744.0
300760.SZ,20240427,20240427,20240331,1,3159898674.0
300760.SZ,20240427,20240427,20231231,1,11582226085.0
