ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
688235.SH,20260827,20260827,20260630,1,3270593000.0
688235.SH,20260827,20260827,20260630,1,3270593000.0
688235.SH,20260512,20260512,20260331,1,1607782000.0
688235.SH,20260415,20260415,20251231,1,1460710000.0
688235.SH,20251113,20251113,20250930,1,1138596000.0
688235.SH,20250830,20250830,20250630,1,449784000.0
688235.SH,20250830,20250830,20250630,1,449784000.0
688235.SH,20250514,20250514,20250331,1,-94503000.0
688235.SH,20250429,20250429,20241231,1,-4978287000.0
688235.SH,20241113,20241113,20240930,1,-3686694000.0
688235.SH,20240830,20240830,20240630,1,-2877389000.0
688235.SH,20240511,20240511,20240331,1,-1908056000.0
688235.SH,20240427,20240427,20231231,1,-6715859000.0
688235.SH,20240427,20240427,20231231,1,-6715859000.0
