ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
688256.SH,20260430,20260430,20260331,1,1013213581.94
688256.SH,20260313,20260313,20251231,1,2059228538.67
688256.SH,20251018,20251018,20250930,1,1604645744.11
688256.SH,20250827,20250827,20250630,1,1038082568.57
688256.SH,20250419,20250419,20250331,1,355465241.04
688256.SH,20250419,20250419,20241231,1,-452338791.01
688256.SH,20241031,20241031,20240930,1,-724491743.66
688256.SH,20240831,20240831,20240630,1,-530109567.26
688256.SH,20240430,20240430,20240331,1,-226677268.38
688256.SH,20240430,20240430,20231231,1,-848440140.99
