ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
600309.SH,20260825,20260825,20260630,1,10062963544.81
600309.SH,20260825,20260825,20260630,1,10062963544.81
600309.SH,20260421,20260421,20260331,1,3717707873.93
600309.SH,20260421,20260421,20251231,1,12527201094.15
600309.SH,20251025,20251025,20250930,1,9157288304.88
600309.SH,20250812,20250812,20250630,1,6122729612.96
600309.SH,20250415,20250415,20250331,1,3082066208.03
600309.SH,20250415,20250415,20241231,1,13033066612.84
600309.SH,20241029,20241029,20240930,1,11093324150.25
600309.SH,20240813,20240813,20240630,1,8174372560.44
600309.SH,20240419,20240419,20240331,1,4157379176.37
600309.SH,20240319,20240319,20231231,1,16815755534.31
