ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
601857.SH,20260831,20260831,20260630,1,103934000000.0
601857.SH,20260430,20260430,20260331,1,48332000000.0
601857.SH,20260430,20260430,20260331,1,48332000000.0
601857.SH,20260330,20260330,20251231,1,157302000000.0
601857.SH,20251031,20251031,20250930,1,126279000000.0
601857.SH,20250827,20250827,20250630,1,83993000000.0
601857.SH,20250430,20250430,20250331,1,46807000000.0
601857.SH,20250331,20250331,20241231,1,164676000000.0
601857.SH,20241030,20241030,20240930,1,132518000000.0
601857.SH,20240827,20240827,20240630,1,88607000000.0
601857.SH,20240430,20240430,20240331,1,45681000000.0
601857.SH,20240430,20240430,20240331,1,45681000000.0
601857.SH,20240326,20240326,20231231,1,161144000000.0
