ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
688123.SH,20260428,20260428,20260331,1,30843666.99
688123.SH,20260321,20260321,20251231,1,363576041.92
688123.SH,20260321,20260321,20251231,1,363576041.92
688123.SH,20251029,20251029,20250930,1,319851669.19
688123.SH,20250823,20250823,20250630,1,205150559.55
688123.SH,20250426,20250426,20250331,1,99480803.16
688123.SH,20250426,20250426,20250331,1,99480803.16
688123.SH,20250325,20250325,20241231,1,290269536.29
688123.SH,20241029,20241029,20240930,1,211363067.22
688123.SH,20240810,20240810,20240630,1,142960354.88
688123.SH,20240430,20240430,20240331,1,51090568.11
688123.SH,20240430,20240430,20240331,1,51090568.11
688123.SH,20240330,20240330,20231231,1,100357931.43
