ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
688110.SH,20260430,20260430,20260331,1,138284520.98
688110.SH,20260423,20260423,20251231,1,-194793661.23
688110.SH,20251029,20251029,20250930,1,-146184251.6
688110.SH,20250823,20250823,20250630,1,-110968499.83
688110.SH,20250430,20250430,20250331,1,-59241841.0
688110.SH,20250430,20250430,20250331,1,-59241841.0
688110.SH,20250423,20250423,20241231,1,-167141889.91
688110.SH,20241029,20241029,20240930,1,-130340932.14
688110.SH,20240824,20240824,20240630,1,-91121081.9
688110.SH,20240430,20240430,20240331,1,-44504563.57
688110.SH,20240420,20240420,20231231,1,-306249693.71
