ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
601899.SH,20260822,20260822,20260630,1,39169807243.0
601899.SH,20260422,20260422,20260331,1,20079391507.0
601899.SH,20260422,20260422,20260331,1,20079391507.0
601899.SH,20260321,20260321,20251231,1,51777327785.0
601899.SH,20251018,20251018,20250930,1,37863620974.0
601899.SH,20250827,20250827,20250630,1,23291752471.0
601899.SH,20250412,20250412,20250331,1,10166777095.0
601899.SH,20250322,20250322,20241231,1,32050602437.0
601899.SH,20241019,20241019,20240930,1,24357458921.0
601899.SH,20240824,20240824,20240630,1,15084385658.0
601899.SH,20240423,20240423,20240331,1,6260843273.0
601899.SH,20240323,20240323,20231231,1,21119419571.0
