ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
601088.SH,20260829,20260829,20260630,1,28715000000.0
601088.SH,20260829,20260829,20260630,1,28715000000.0
601088.SH,20260425,20260425,20260331,1,10667000000.0
601088.SH,20260425,20260425,20260331,1,10667000000.0
601088.SH,20260331,20260331,20251231,1,52849000000.0
601088.SH,20251025,20251025,20250930,1,39052000000.0
601088.SH,20250830,20250830,20250630,1,24641000000.0
601088.SH,20250426,20250426,20250331,1,11949000000.0
601088.SH,20250426,20250426,20250331,1,11949000000.0
601088.SH,20250322,20250322,20241231,1,58671000000.0
601088.SH,20241026,20241026,20240930,1,46074000000.0
601088.SH,20240831,20240831,20240630,1,29504000000.0
601088.SH,20240427,20240427,20240331,1,15884000000.0
601088.SH,20240323,20240323,20231231,1,59694000000.0
