ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
601318.SH,20260821,20260821,20260630,1,92585000000.0
601318.SH,20260429,20260429,20260331,1,25022000000.0
601318.SH,20260429,20260429,20260331,1,25022000000.0
601318.SH,20260327,20260327,20251231,1,134778000000.0
601318.SH,20251029,20251029,20250930,1,132856000000.0
601318.SH,20250827,20250827,20250630,1,68047000000.0
601318.SH,20250827,20250827,20250630,1,68047000000.0
601318.SH,20250426,20250426,20250331,1,27016000000.0
601318.SH,20250426,20250426,20250331,1,27016000000.0
601318.SH,20250320,20250320,20241231,1,126607000000.0
601318.SH,20241022,20241022,20240930,1,119182000000.0
601318.SH,20240823,20240823,20240630,1,74619000000.0
601318.SH,20240424,20240424,20240331,1,36709000000.0
601318.SH,20240322,20240322,20231231,1,85665000000.0
