ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
300442.SZ,20260410,20260410,20260331,1,582229780.78
300442.SZ,20260410,20260410,20260331,1,582229780.78
300442.SZ,20260410,20260410,20251231,1,5049938663.92
300442.SZ,20251030,20251030,20250930,1,4703767641.87
300442.SZ,20250829,20250829,20250630,1,882122065.03
300442.SZ,20250429,20250429,20250331,1,430171336.88
300442.SZ,20250424,20250424,20241231,1,1790336174.26
300442.SZ,20241030,20241030,20240930,1,1513743522.45
300442.SZ,20240823,20240823,20240630,1,966528910.93
300442.SZ,20240427,20240427,20240331,1,474234549.39
300442.SZ,20240418,20240418,20231231,1,1761820497.58
