ts_code,ann_date,f_ann_date,end_date,report_type,n_income_attr_p
002281.SZ,20260423,20260423,20260331,1,239931671.46
002281.SZ,20260423,20260423,20260331,1,239931671.46
002281.SZ,20260423,20260423,20251231,1,946320781.21
002281.SZ,20251025,20251025,20250930,1,718971393.52
002281.SZ,20250828,20250828,20250630,1,372368765.82
002281.SZ,20250828,20250828,20250630,1,372368765.82
002281.SZ,20250424,20250424,20250331,1,150186433.58
002281.SZ,20250424,20250424,20250331,1,150186433.58
002281.SZ,20250424,20250424,20241231,1,661315430.94
002281.SZ,20241030,20241030,20240930,1,464003874.57
002281.SZ,20240824,20240824,20240630,1,208699527.24
002281.SZ,20240426,20240426,20240331,1,77431637.1
002281.SZ,20240426,20240426,20231231,1,619329416.51
